feature	logFC	AveExpr	t	P.Value	adj.P.Val	B
"mir92a2-3p,mir92-2-3p|chrX:140167095-140167141"	0.675714839	2.386393105	1.125785542	0.277850088	0.818149798	-5.852422039
"mir106a-5p,mir20-5p,mir20a-2-5p,mir20a-5p,mir20b-5p|chrX:140167402-140167440"	0.661663371	-0.111818578	0.94740539	0.358364085	0.874762747	-5.853090805
mir_chr18_14228|chr18:3932717-3932781	0.44380297	-5.154863885	0.473587422	0.642575677	0.963409284	-5.853527488
"mir292b-5p,mir292-5p|chr1:63524521-63524562"	-0.550260737	-1.906970378	-0.701293439	0.493798152	0.927235116	-5.854145257
"mir103-5p,mir107b-5p,mir103-1-5p,mir103-2-5p|chr10:20480350-20480393"	0.438437643	-5.166369514	0.468806359	0.645911766	0.963409284	-5.856324264
mir_chr18_14264|chr18:15671811-15671876	0.537251032	-2.897486335	0.577142048	0.572357493	0.950914258	-5.856433099
mir_chr2_16293|chr2:89578642-89578729	-0.566261263	-1.751124156	-0.721855653	0.481424451	0.918441157	-5.856860646
mir_chr1_609|chr1:93017948-93018022	-0.446378163	-3.295541529	-0.475847677	0.641001293	0.963409284	-5.860285406
mir135a-1-5p|chr8:114212745-114212787	-0.635718046	-0.30959919	-0.899162542	0.382695925	0.893658067	-5.86142382
mir_chr12_7758|chr12:27530042-27530105	0.443819392	-4.649049336	0.439627314	0.666440378	0.963409284	-5.8615805
mir_chr17_14137|chr17:77913907-77913970	0.443819392	-4.649049336	0.439627314	0.666440378	0.963409284	-5.8615805
mir652-5p|chrX:112450450-112450490	0.542694215	-3.004248398	0.55574116	0.586536991	0.950914258	-5.864425502
mir_chr11_10165|chr11:91758312-91758371	-0.572244666	-2.624531453	-0.556379873	0.586111213	0.950914258	-5.869383565
mir383-5p|chr16:57201647-57201684	-0.559635255	-3.86587346	-0.396372403	0.697381132	0.977099938	-5.870066984
mir_chr2_16460|chr2:138772670-138772729	-0.609335259	0.095095608	-0.92855083	0.367743398	0.874762747	-5.870229086
mir_chr6_26508|chr6:64677117-64677174	0.412367046	-5.162457455	0.43493857	0.669765496	0.963409284	-5.871318185
mir23a-5p|chr19:36294769-36294806	0.479338019	-5.649049336	0.496713462	0.626551948	0.9631731	-5.871439345
mir_chr1_991|chr1:167398858-167398913	0.479338019	-5.649049336	0.496713462	0.626551948	0.9631731	-5.871439345
mir_chr1_3243|chr1:196484099-196484152	0.479338019	-5.649049336	0.496713462	0.626551948	0.9631731	-5.871439345
mir_chr8_30800|chr8:1580637-1580695	0.479338019	-5.649049336	0.496713462	0.626551948	0.9631731	-5.871439345
mir_chr1_1513|chr1:228695731-228695783	0.479338019	-5.649049336	0.496713462	0.626551948	0.9631731	-5.871439345
mir_chr5_26096|chr5:176564752-176564818	0.479338019	-5.649049336	0.496713462	0.626551948	0.9631731	-5.871439345
mir_chr7_28637|chr7:114258917-114258974	0.479338019	-5.649049336	0.496713462	0.626551948	0.9631731	-5.871439345
"mir509-3p,rno-mir-509-3p|chr1:151036450-151036492"	0.399928739	-4.137426428	0.413750714	0.684879549	0.971325278	-5.872026193
mir_chr9_32165|chr9:73547631-73547697	-0.392309114	-3.996958793	-0.388848647	0.702822043	0.978598241	-5.87269108
mir_chr1_1211|chr1:204227197-204227258	0.476484224	-5.650205807	0.493969356	0.62844339	0.9631731	-5.872916914
mir_chr6_26676|chr6:114990779-114990842	-0.506277564	-5.078905451	-0.451437057	0.658097334	0.963409284	-5.873553861
"mir6328-3p,rno-mir-6328-3p|chr20:5491964-5492012"	-0.538682667	-2.364794664	-0.598050503	0.558679547	0.948276911	-5.874057428
mir_chr20_19168|chr20:32113978-32114038	0.399901427	-5.172239375	0.427801786	0.674840392	0.965680695	-5.875115214
mir690-3p|chr17:92249153-92249173	-0.501889798	-2.302977653	-0.605962549	0.55354959	0.946701805	-5.875251889
mir_chr9_32014|chr9:53246975-53247030	-0.456308461	-4.91797897	-0.409201561	0.688143118	0.973787432	-5.878377225
mir_chr4_22904|chr4:247823103-247823158	0.436692527	-4.890478266	0.401284219	0.69383829	0.976472058	-5.878831875
mir_chr11_7466|chr11:90908870-90908952	0.388094277	-5.110912639	0.406737546	0.689913488	0.975210307	-5.880931165
mir_chr17_13669|chr17:12698274-12698332	-0.439244428	-3.271584309	-0.436778359	0.668459916	0.963409284	-5.881303143
mir_chr1_2879|chr1:143222830-143222889	0.407458978	-3.355222732	0.4603137	0.651857061	0.963409284	-5.882107089
"mir539-5p,mir3576-5p|chr6:143040226-143040283"	-0.379624609	-4.040065608	-0.358051201	0.725266194	0.984786365	-5.88259136
mir7670-5p|chr4:66048350-66048384	-0.525951053	-5.479449955	-0.491141295	0.630395518	0.9631731	-5.882595748
mir532-3p|chrX:16895031-16895079	0.861675417	1.625836559	1.052297408	0.309229447	0.839599779	-5.882903521
mir_chr17_19888|chr17:8315168-8315253	0.584858541	-0.859145969	0.831276779	0.418782315	0.910109707	-5.882942675
mir_chr16_12327|chr16:58913863-58913948	0.392434223	-4.770585851	0.378570051	0.710282304	0.97903777	-5.884344779
mir_chr20_18618|chr20:12841738-12841782	0.387744536	-4.772515885	0.373937069	0.713655035	0.980506648	-5.886049438
mir_chr16_12697|chr16:48403241-48403296	-0.449063086	-5.347527871	-0.459346479	0.652535725	0.963409284	-5.886953657
mir_chr16_12693|chr16:46798322-46798377	-0.449063086	-5.347527871	-0.459346479	0.652535725	0.963409284	-5.886953657
mir_chr16_12699|chr16:48442707-48442762	-0.449063086	-5.347527871	-0.459346479	0.652535725	0.963409284	-5.886953657
mir_chr18_14714|chr18:4100231-4100298	-0.409441439	-2.982413904	-0.466853995	0.647276335	0.963409284	-5.887740295
"mir344i-3p,rno-mir-344g-3p,mir344g-3p|chr1:123541491-123541530"	-0.447643398	-5.495264269	-0.484642458	0.634892246	0.9631731	-5.887973423
mir_chr14_10276|chr14:112955631-112955692	-0.330815142	-4.157983892	-0.337668037	0.740266695	0.989066287	-5.888863277
"rno-mir-3099-3p,mir3099-3p|chr1:71529855-71529919"	-0.478452023	-3.660842398	-0.364396136	0.720620062	0.982663721	-5.8893234
mir_chr6_27935|chr6:137859272-137859335	-0.614440003	-0.16003424	-0.879939456	0.392695778	0.895683572	-5.890087908
mir3561-5p|chr7:26557142-26557196	-0.453721288	-2.726413458	-0.500847897	0.623707294	0.9631731	-5.891024754
mir_chr6_27178|chr6:4349752-4349812	0.352730452	-3.867551017	0.379598542	0.709534425	0.97903777	-5.891381302
mir_chr10_7445|chr10:66600871-66600941	0.351672007	-3.910854188	0.374147514	0.7135017	0.980506648	-5.891889175
mir450-2-3p|chrX:153216314-153216348	-0.391664549	-3.600163248	-0.365822309	0.71957729	0.982292339	-5.892388384
mir450-2-3p|chrX:152778595-152778629	-0.391664549	-3.600163248	-0.365822309	0.71957729	0.982292339	-5.892388384
mir_chr8_31045|chr8:48856198-48856254	0.404545322	-3.722522986	0.394161849	0.698977964	0.977312636	-5.892481227
mir431-5p|chr6:142873601-142873658	-0.558118842	-1.954472305	-0.637170248	0.533566161	0.945284135	-5.893450184
mir_chr6_27733|chr6:115745872-115745941	-0.34818579	-3.372200512	-0.390203693	0.701840872	0.978598241	-5.894423114
mir184-3p|chr8:96677910-96677949	0.551386324	-2.073418681	0.64425427	0.529086492	0.945215149	-5.89445341
"mir455-3p,mir455b-3p|chr5:83211494-83211538"	-1.009267037	-0.362395038	-0.846063975	0.410738622	0.910109707	-5.894477246
mir758-3p|chr6:143023707-143023747	-0.601429275	-2.182178266	-0.586587606	0.566156688	0.950914258	-5.895509332
mir_chr3_20390|chr3:167541979-167542053	0.367751912	-4.381079335	0.342715258	0.736541878	0.988516731	-5.896603155
mir690-5p|chr5:49731584-49731604	-0.295357107	-4.381079335	-0.307994234	0.76229887	0.989066287	-5.897296495
mir_chr5_24366|chr5:83293946-83294010	0.644912295	2.214274315	1.072415626	0.30039187	0.8326079	-5.89802555
mir_chr9_32012|chr9:53086001-53086058	0.298109277	-4.698071836	0.330423056	0.745625177	0.989066287	-5.898775112
mir_chr1_1753|chr1:255522469-255522535	-0.292037028	-4.698071836	-0.318765568	0.754275636	0.989066287	-5.899298241
mir668-3p|chr6:143047525-143047578	-0.614967283	-2.007177131	-0.606350264	0.55329886	0.946701805	-5.900047637
mir_chr1_4003|chr1:285416660-285416716	0.359868412	-4.60098647	0.331779662	0.744620771	0.989066287	-5.901797682
mir_chr2_17221|chr2:276283300-276283355	-0.289089046	-3.989207732	-0.304011605	0.765272609	0.989576649	-5.902970297
mir_chr2_25600|chr2:100267714-100267774	0.576558433	-2.049262917	0.635566603	0.534583171	0.945344721	-5.903110615
mir_chr3_20342|chr3:163327631-163327690	0.291601378	-4.698071836	0.316767307	0.755761904	0.989066287	-5.903142885
mir_chr5_36152|chr5:159765516-159765577	-0.44415824	-5.713434955	-0.493176428	0.628990438	0.9631731	-5.903206546
mir_chr18_15063|chr18:73079000-73079062	-0.44415824	-5.713434955	-0.493176428	0.628990438	0.9631731	-5.903206546
mir7093-3p|chrX:105464306-105464355	0.289779458	-4.701931904	0.314695127	0.757304205	0.989066287	-5.903862107
mir_chr5_25204|chr5:54976823-54976897	-0.470447069	-2.199081523	-0.570952185	0.576440207	0.950914258	-5.904819836
mir_chr3_21533|chr3:152826871-152826939	-0.40952959	-5.479449955	-0.441131997	0.665374826	0.963409284	-5.905610234
mir_chr12_11943|chr12:40771116-40771184	-0.40952959	-5.479449955	-0.441131997	0.665374826	0.963409284	-5.905610234
mir_chr18_14648|chr18:79987042-79987105	-0.40952959	-5.479449955	-0.441131997	0.665374826	0.963409284	-5.905610234
mir_chr10_4091|chr10:9903948-9904015	-0.40952959	-5.479449955	-0.441131997	0.665374826	0.963409284	-5.905610234
mir_chr8_31010|chr8:47269444-47269502	-0.401936528	-5.481379989	-0.438573229	0.667187277	0.963409284	-5.906998922
mir_chr4_22845|chr4:235717480-235717535	-0.406424748	-5.481379989	-0.437955628	0.667625064	0.963409284	-5.907058775
mir_chr12_8324|chr12:33249593-33249647	-0.398901576	-5.483310023	-0.435400599	0.66943752	0.963409284	-5.908438131
mir770-5p|chr6:142845040-142845087	-0.397282772	-5.479449955	-0.433219742	0.670986231	0.963409284	-5.909031603
mir377-5p|chr6:143053044-143053082	-0.397282772	-5.479449955	-0.433219742	0.670986231	0.963409284	-5.909031603
mir_chr14_15810|chr14:79272308-79272367	-0.397282772	-5.479449955	-0.433219742	0.670986231	0.963409284	-5.909031603
mir_chr20_18570|chr20:8315356-8315418	0.30542133	-4.698071836	0.296879951	0.770607163	0.991259753	-5.909178609
"rno-mir-6329-3p,mir6329-3p|chr8:55210028-55210073"	0.591479463	1.881994047	1.040071571	0.314691735	0.839599779	-5.910242802
mir8114-3p|chr13:76294479-76294517	-0.296594182	-3.640991392	-0.310731523	0.760257235	0.989066287	-5.910364569
mir_chr14_10029|chr14:63256438-63256502	0.426748481	-3.414977156	0.385194201	0.705470896	0.97903777	-5.910967448
mir_chr3_21375|chr3:124104471-124104531	0.269349765	-4.233686217	0.287841127	0.777385493	0.991259753	-5.911045182
mir_chr1_3445|chr1:222799859-222799921	-0.250490067	-4.394977947	-0.253130561	0.803584728	0.991259753	-5.912654591
mir_chr1_3453|chr1:222810401-222810463	-0.250490067	-4.394977947	-0.253130561	0.803584728	0.991259753	-5.912654591
mir_chr1_3449|chr1:222804986-222805048	-0.250490067	-4.394977947	-0.253130561	0.803584728	0.991259753	-5.912654591
mir_chr4_22219|chr4:149035882-149035941	0.286833291	-3.916693716	0.309297704	0.761326435	0.989066287	-5.913330489
mir_chr15_11668|chr15:38156450-38156523	-0.274145905	-4.390861256	-0.249380221	0.806430703	0.991259753	-5.91356248
mir_chr3_19934|chr3:117416449-117416517	0.298153465	-4.403285598	0.281258837	0.782333451	0.991259753	-5.914138956
mir376c-3p|chr6:143034837-143034879	-0.466613802	-2.740508955	-0.456113257	0.654806658	0.963409284	-5.914508413
mir592-5p|chr4:54925400-54925448	0.302871615	-4.453593351	0.26866321	0.791828619	0.991259753	-5.914814538
mir_chr3_19540|chr3:33466289-33466357	-0.354672638	-5.046304005	-0.334446409	0.742647757	0.989066287	-5.914959925
"mir6318-5p,rno-mir-6318-5p|chr19:48128401-48128455"	0.496466591	-1.990416263	0.627285412	0.539852102	0.946701805	-5.915131525
mir_chr8_30464|chr8:85046032-85046102	-0.281806992	-3.744729248	-0.284812769	0.779660712	0.991259753	-5.915228317
mir425-3p|chr8:116699364-116699406	-0.55767297	2.899303468	-1.08231818	0.296110553	0.828211586	-5.915991478
"mir3553-5p,mir183-5p,mir183-1-5p,mir183-2-5p|chr4:57225424-57225479"	-0.58028481	5.359188397	-1.192776779	0.25138243	0.813916949	-5.916929855
mir_chr7_29707|chr7:121044123-121044188	-0.457329075	-5.479449955	-0.41390394	0.684769737	0.971325278	-5.917130471
mir127-3p|chr6:142875655-142875703	-0.979003981	6.169350434	-1.214599793	0.24319135	0.806227304	-5.917867842
mir139-5p|chr1:172779843-172779882	-0.686981593	4.293113451	-1.145820459	0.269723193	0.818149798	-5.9209291
mir154-5p|chr6:143050942-143050984	-0.515641105	-1.844422463	-0.607317603	0.552673566	0.946701805	-5.92149322
mir8094-5p|chr20:6888640-6888695	0.293942393	-3.663641902	0.310859081	0.760162139	0.989066287	-5.922354653
mir_chr14_10141|chr14:84033737-84033804	-0.248687217	-3.762232121	-0.257439908	0.800318088	0.991259753	-5.922472826
mir_chr10_6669|chr10:9528630-9528677	-0.280025185	-3.966360983	-0.231626169	0.81994122	0.991259753	-5.923621567
mir7578-3p|chr3:11361083-11361124	-0.196093032	-4.382364589	-0.202469043	0.842255646	0.991259753	-5.923968544
mir_chr3_21264|chr3:108070168-108070228	-0.370892872	-2.917283633	-0.394040065	0.699065979	0.977312636	-5.925191861
mir_chr11_7450|chr11:89838474-89838533	-0.24494266	-4.028391774	-0.211005512	0.835707142	0.991259753	-5.926772958
mir_chr11_7045|chr11:41866692-41866767	0.476716528	-1.997704942	0.604529517	0.554476841	0.946701805	-5.927663605
"mir30d-3p,mir30a-3p|chr7:109228640-109228681"	-0.545889039	8.104159974	-1.246446796	0.231610792	0.791699087	-5.928247627
mir_chr14_10641|chr14:80435058-80435118	0.239837707	-4.284635881	0.219955956	0.828854533	0.991259753	-5.928704629
mir_chr8_31353|chr8:95600323-95600410	-0.270553947	-3.457483824	-0.274441982	0.787467983	0.991259753	-5.928804538
mir_chr7_29297|chr7:66354749-66354805	-0.163711972	-4.403285598	-0.176980845	0.861877948	0.991259753	-5.929003679
mir_chr6_27638|chr6:103269554-103269616	-0.198081919	-4.453593351	-0.180200364	0.859393894	0.991259753	-5.929042248
mir6516-5p|chr14:80312653-80312790	0.427246673	-2.46358062	0.517468402	0.612334368	0.9631731	-5.929055688
mir_chr17_20174|chr17:43711377-43711429	-0.381585705	-2.632112568	-0.437712369	0.667797533	0.963409284	-5.930736899
mir_chr8_31410|chr8:104041094-104041150	0.280985446	-5.200071924	0.273169502	0.788427567	0.991259753	-5.931013699
mir_chr4_22890|chr4:244522165-244522230	-0.557489654	-0.987377906	-0.725987151	0.47896084	0.918441157	-5.931128577
"mir124-1-5p,mir124-5p,mir124-2-5p,mir124-3-5p,mir124a-2-5p|chr2:122049027-122049081"	-0.344767348	-5.125401605	-0.279330919	0.783784533	0.991259753	-5.931663691
mir346-5p|chr16:9574932-9574981	0.247610415	-4.664343428	0.206112189	0.839459411	0.991259753	-5.932063672
mir_chr7_28926|chr7:2437024-2437077	0.230629377	-3.727220804	0.253653571	0.803188064	0.991259753	-5.933599659
mir_chr8_45388|chr8:111140905-111140975	0.217276111	-5.008627236	0.224170656	0.825632615	0.991259753	-5.934991671
"mirlet7e-3p,mir3596c-3p,mirlet7a-1-3p|chr1:60624029-60624087"	-0.534867366	7.6697845	-1.233550469	0.236247343	0.79476349	-5.935189447
mir_chr13_9464|chr13:93147457-93147508	-0.199943014	-3.858792393	-0.191014308	0.851061654	0.991259753	-5.935785542
mir150-5p|chr1:102181483-102181525	0.889548957	5.512625245	1.186854452	0.253641532	0.816449939	-5.937174147
mir551b-3p|chr2:136556559-136556608	0.36439947	-3.502615851	0.283182492	0.78088641	0.991259753	-5.937631229
"mir219c-3p,mir219-1-3p,mir219a-1-3p|chr20:5895488-5895543"	0.561252869	0.579592209	0.915310544	0.37442973	0.885710401	-5.937752678
mir_chr5_25079|chr5:12612022-12612084	-0.18155387	-3.713505408	-0.19201479	0.850291683	0.991259753	-5.939437195
"mir509-5p,rno-mir-509-5p|chr1:151036407-151036449"	0.216998389	-3.703805704	0.227742648	0.822904543	0.991259753	-5.939949345
mir_chr11_9676|chr11:34507277-34507333	-0.340907612	-5.479449955	-0.352385118	0.72942468	0.987172275	-5.940514793
mir_chr10_4283|chr10:30823399-30823444	0.26181999	-5.163099366	0.221494531	0.827678001	0.991259753	-5.940657372
mir_chr8_31032|chr8:47872601-47872688	-0.089436811	-4.453593351	-0.09363162	0.926634175	0.991259753	-5.940814216
mir487b-3p|chr6:143039521-143039562	-0.655458903	0.161851545	-0.85341642	0.406777032	0.910109707	-5.941474476
mir483-5p|chr1:222726943-222726979	-0.267925955	-5.184663717	-0.268479659	0.791967244	0.991259753	-5.941592199
mir_chr13_9559|chr13:99339702-99339768	-0.079715859	-4.453593351	-0.084235421	0.933977065	0.991259753	-5.94164491
mir212-5p|chr10:61729091-61729146	-0.611524863	-1.410148723	-0.642879484	0.529954204	0.945215149	-5.941682752
mir_chr17_14188|chr17:91560391-91560447	-0.228824288	-3.355222732	-0.250250196	0.805770262	0.991259753	-5.941933128
mir3085-3p|chr1:268976706-268976750	0.108014025	-4.388132526	0.096128745	0.924683864	0.991259753	-5.942343165
mir_chr14_14761|chr14:44368015-44368095	-0.150668498	-4.787563631	-0.143059067	0.88813709	0.991259753	-5.942621645
mir_chr8_30516|chr8:97072812-97072870	-0.120999503	-4.302302547	-0.101186242	0.920735388	0.991259753	-5.94285203
"mir216a-5p,mir216-5p|chr14:112802261-112802314"	-0.212035922	-3.471574746	-0.22158002	0.827612641	0.991259753	-5.942918424
mir150-3p|chr1:102181526-102181568	-0.543628352	-0.418644748	-0.787994517	0.442907762	0.910109707	-5.943385666
mir_chr17_13299|chr17:51660213-51660275	-0.33933936	-5.402271724	-0.309752782	0.760987029	0.989066287	-5.943760613
mir_chr10_4221|chr10:17396217-17396281	0.180398421	-5.015064336	0.183063871	0.857185812	0.991259753	-5.943808386
mir_chr5_25037|chr5:176783130-176783188	0.083921546	-4.306200232	0.090290996	0.929244035	0.991259753	-5.943934454
mir_chr15_10900|chr15:11915739-11915801	0.083921546	-4.306200232	0.090290996	0.929244035	0.991259753	-5.943934454
mir_chr5_24846|chr5:160041688-160041756	-0.11739603	-4.072281192	-0.111275017	0.912865439	0.991259753	-5.944524161
"mir3563-3p,mir299a-3p,mir299b-3p,mir299-3p|chr6:143021465-143021524"	-0.325625842	-5.481379989	-0.340509029	0.738169228	0.988619501	-5.944672717
mir_chr7_29778|chr7:124232546-124232628	-0.068901663	-4.269001558	-0.071732556	0.943757228	0.991259753	-5.945005658
"rno-mir-1298-3p,mir1298-3p|chrX:118332482-118332551"	0.157164965	-4.030497908	0.143271715	0.88797202	0.991259753	-5.945626171
rno-mir-6325-3p|chr11:40257571-40257641	-0.167948075	-3.637187862	-0.174824994	0.863542161	0.991259753	-5.9457342
mir_chr1_621|chr1:96080425-96080496	-0.047281873	-4.564872021	-0.044434414	0.965141037	0.991259753	-5.946584275
"mir26-3p,mir26a-2-3p,mir26-1-3p,mir26a-3p,mir26b-3p|chr7:70463603-70463645"	-0.840346828	2.219006897	-1.010799071	0.328053065	0.841816987	-5.947196009
mir3594-5p|chr10:108842828-108842860	-0.076387486	-4.064086835	-0.080052908	0.937247626	0.991259753	-5.94744015
mir_chr4_23588|chr4:208675558-208675617	-0.2567691	-3.28254342	-0.243481987	0.810912331	0.991259753	-5.947464792
mir879-3p|chr4:21605816-21605854	0.323635921	-3.158702716	0.319131184	0.754003806	0.989066287	-5.947764636
mir_chr2_16814|chr2:214982740-214982796	0.054097904	-4.292735427	0.050739321	0.960199057	0.991259753	-5.948174055
mir_chr2_17981|chr2:210108648-210108704	0.054097904	-4.292735427	0.050739321	0.960199057	0.991259753	-5.948174055
mir_chr3_29761|chr3:180669423-180669478	0.051191113	-4.170542574	0.054944792	0.956903603	0.991259753	-5.948241772
mir_chr20_18955|chr20:5437256-5437323	0.037633211	-4.158807114	0.040208243	0.968454479	0.991259753	-5.948923236
mir_chr13_9460|chr13:93136595-93136652	0.103544866	-3.989207732	0.110635937	0.913363696	0.991259753	-5.949459611
mir_chr7_29603|chr7:117299008-117299063	0.395707722	-2.355422854	0.495122027	0.627648555	0.9631731	-5.949497878
"mir138-3p,mir138-2-3p|chr19:11127477-11127519"	-0.099800069	-4.845464954	-0.099489012	0.92206021	0.991259753	-5.950512111
mir291a-5p|chr1:63524809-63524850	0.094897109	-3.979714543	0.100784784	0.921048736	0.991259753	-5.950795534
mir182-3p|chr4:57221511-57221573	-0.028126781	-4.136600851	-0.023880408	0.981261056	0.991259753	-5.950869477
mir_chr6_27674|chr6:106004363-106004422	0.144534373	-5.037571759	0.146939337	0.885125857	0.991259753	-5.951311184
mir_chr10_4334|chr10:35462010-35462076	0.06515777	-4.006198336	0.067759584	0.946867056	0.991259753	-5.951933429
mir_chr7_28642|chr7:114540402-114540462	0.575369065	0.191935796	0.863829282	0.401209582	0.90840948	-5.952174804
mir135b-5p|chr13:54046529-54046577	-0.139099947	-3.614522835	-0.142722542	0.88839833	0.991259753	-5.952421236
mir_chr13_9059|chr13:114291701-114291755	-0.067337401	-4.845464954	-0.074727512	0.941413559	0.991259753	-5.952659453
mir_chr3_20874|chr3:66493212-66493281	-0.061783257	-3.898577337	-0.064754165	0.949220131	0.991259753	-5.952716091
mir_chr6_27574|chr6:89654184-89654249	0.152906975	-3.691123046	0.156481197	0.877728892	0.991259753	-5.953598706
mir_chr8_31411|chr8:104044142-104044207	0.189917465	-5.23497147	0.18708082	0.854090378	0.991259753	-5.953633234
mir_chr7_29512|chr7:99525187-99525249	0.016431101	-4.007470766	0.013688249	0.989258107	0.992371429	-5.954278225
"rno-mir-6321-3p,mir6321-3p|chr14:21007164-21007234"	-0.284011662	-5.51053533	-0.305678757	0.764027317	0.989066287	-5.956903009
mir874-3p|chr17:9222223-9222263	-0.562143323	1.895723875	-0.980588256	0.342262841	0.850653259	-5.957634063
"mir501-3p,mir3560-3p|chrX:16902986-16903042"	0.016250178	-4.91797897	0.014887108	0.98831737	0.992208384	-5.957782957
mir_chr19_15232|chr19:36248072-36248134	-0.064207208	-3.721789893	-0.054118325	0.957551169	0.991259753	-5.958736922
mir329-5p|chr6:143024338-143024386	0.33343332	-2.928848401	0.344810528	0.734997577	0.988416011	-5.958935205
mir_chr2_18268|chr2:245442314-245442385	0.129696695	-3.566273987	0.131346661	0.897236954	0.991259753	-5.96129967
"mir664-2-3p,mir664-3p|chr13:107866634-107866673"	0.614638809	-2.834178726	0.380177196	0.709113785	0.97903777	-5.961354793
mir673-5p|chr6:142853460-142853505	0.160305966	-5.23497147	0.132613757	0.89625175	0.991259753	-5.962308413
mir20a-3p|chr15:103641395-103641444	-0.536789143	0.228831326	-0.837568142	0.415347624	0.910109707	-5.96263391
mir_chr12_7949|chr12:48820169-48820231	-0.179937657	-5.184663717	-0.171359648	0.866218637	0.991259753	-5.962856199
mir_chr2_17413|chr2:49983142-49983211	0.526358562	-0.264305915	0.800479207	0.435860252	0.910109707	-5.962897394
mir30c-1-5p|chr5:143494801-143494845	-0.381749082	-2.953800242	-0.281068692	0.78247653	0.991259753	-5.963146246
"rno-mir-1839-3p,mir1839-3p|chr1:144303982-144304022"	0.689540329	-0.87203399	0.729134967	0.4770889	0.918441157	-5.963148032
mir_chr5_24861|chr5:160334661-160334720	0.43658184	-2.000081503	0.541437543	0.596113205	0.959651939	-5.963758748
mir_chr17_13728|chr17:19601714-19601765	0.050832192	-5.072325173	0.052868361	0.95853062	0.991259753	-5.963809247
mir_chr18_14297|chr18:24776644-24776703	-0.059924779	-5.087149983	-0.057059835	0.955246535	0.991259753	-5.965057946
mir_chr2_16927|chr2:218839823-218839887	-0.04205116	-5.087578352	-0.040033178	0.968591748	0.991259753	-5.965673563
"mir295-2-3p,mir295-3p,mir295-1-3p|chr1:63522984-63523024"	-0.127777075	-3.336600851	-0.143496636	0.88779743	0.991259753	-5.96570307
"mir295-2-3p,mir295-3p,mir295-1-3p|chr1:66933908-66933948"	-0.127777075	-3.336600851	-0.143496636	0.88779743	0.991259753	-5.96570307
mir_chr15_11411|chr15:16544475-16544540	-0.041673643	-5.095406542	-0.040381901	0.968318314	0.991259753	-5.966249989
mir_chr2_17967|chr2:208883095-208883144	0.140168989	-3.402758861	0.142995192	0.888186674	0.991259753	-5.96751449
mir_chr15_11682|chr15:38455655-38455704	0.073496002	-5.23497147	0.063604867	0.950120098	0.991259753	-5.969061898
mir_chr2_17026|chr2:230609309-230609373	-0.119555203	-3.28463875	-0.133303874	0.895715238	0.991259753	-5.970061424
"mir194-1-3p,mir194-2-3p|chr1:228619929-228619971"	-0.5245724	3.537547082	-1.063638195	0.3042246	0.837767527	-5.97068976
mir_chr1_3469|chr1:223670065-223670124	-0.171164232	-5.333213306	-0.152885027	0.880515345	0.991259753	-5.970699305
"mir205a-5p,mir205-5p|chr13:116787671-116787725"	-0.556439976	-0.214663704	-0.777379245	0.448956148	0.910109707	-5.971252452
mir3566-5p|chr17:23337734-23337788	0.260421441	-2.930021155	0.289463034	0.77616781	0.991259753	-5.971338021
"mir497b-3p,mir497-3p|chr10:56589103-56589165"	0.551396914	8.010027831	1.209697715	0.245013092	0.806227304	-5.973081115
mir_chr12_8133|chr12:13172359-13172433	0.401550604	-2.059494705	0.509059279	0.618075877	0.9631731	-5.973239564
mir5122-5p|chr5:155237472-155237516	0.164836256	-3.182435042	0.177817112	0.861232571	0.991259753	-5.975059866
mir_chr5_25105|chr5:20894320-20894383	-0.250278786	-2.779112054	-0.287306057	0.777787341	0.991259753	-5.976402412
mir582-5p|chr2:59928606-59928646	-0.577788252	1.147109118	-0.906050313	0.379155086	0.89295712	-5.976420489
mir_chr8_31288|chr8:84962419-84962477	0.110207277	-3.249119789	0.112944634	0.911563906	0.991259753	-5.978311321
mir_chr7_29062|chr7:15342371-15342427	0.03947139	-3.33301647	0.044751729	0.964892278	0.991259753	-5.978670022
mir_chr13_8516|chr13:26378166-26378225	0.224920117	-5.755614312	0.244418708	0.810200125	0.991259753	-5.978734678
mir_chr3_20242|chr3:154581272-154581337	-0.080322138	-5.332056836	-0.068875768	0.945993274	0.991259753	-5.979864865
mir_chr3_19954|chr3:117958329-117958392	0.304582291	-2.890196627	0.275801434	0.786443207	0.991259753	-5.980280742
mir_chr17_14077|chr17:73466837-73466878	-0.603942517	2.349631349	-0.986381303	0.339504907	0.850653259	-5.980334952
rno-mir-6319-3p|chr17:38655207-38655270	-0.045625879	-3.258479514	-0.052121387	0.959115969	0.991259753	-5.980750251
rno-mir-6319-3p|chr17:36792195-36792258	-0.045625879	-3.258479514	-0.052121387	0.959115969	0.991259753	-5.980750251
mir_chr4_22962|chr4:7830753-7830811	0.048346143	-5.332056836	0.047390898	0.962823457	0.991259753	-5.981113246
mir298-3p|chr3:178409240-178409281	-0.039642156	-5.332056836	-0.040995906	0.967836881	0.991259753	-5.981395756
mir_chr1_519|chr1:86676333-86676393	0.036099324	-5.332056836	0.035021183	0.972522101	0.991259753	-5.98162277
mir_chr11_7423|chr11:87089714-87089774	-0.101605764	-5.378271769	-0.106427085	0.916646042	0.991259753	-5.982707316
mir_chr19_22860|chr19:37116772-37116839	0.024584469	-5.339816139	0.023918433	0.981231225	0.991259753	-5.982716082
