feature	BNLX1_MaleLiver	BNLX2_MaleLiver	BNLX3_MaleLiver	SHRH1_MaleLiver	SHRH5_MaleLiver
mir871-5p|chrX:151282727-151282765	-4.871051015	-6.438083905	-2.839843303	-6.691351954	-4.67721383
mir_chr5_25079|chr5:12612022-12612084	-3.286088514	-3.630728983	-3.982583475	-2.990912236	-4.67721383
"mir145a-3p,mir145-3p|chr18:56198814-56198860"	7.754201207	7.116955719	7.97733589	6.924268488	7.570739389
"mir18-5p,mir18-1-5p,mir18-2-5p,mir18a-5p,mir18b-5p|chr15:103641034-103641084"	2.682770241	3.476151718	3.024701743	2.546097041	3.436146345
mir_chr8_30793|chr8:131772189-131772252	-0.78698675	-2.045766482	-1.549624068	-1.483459103	-1.217782211
mir350-3p|chr13:99302870-99302919	0.588380604	2.081552348	0.590306193	1.002135003	1.27698248
mir1249-3p|chr7:125575314-125575374	-1.419510182	2.880910736	-2.845079952	0.115487628	0.00461021
rno-mir-3084a-5p|chr19:54235952-54235986	-3.286088514	-4.853121404	-4.71954907	-3.521426953	-3.454821409
mir_chr11_10485|chr11:71919213-71919274	-4.871051015	-4.139425589	-6.30451157	-6.691351954	-6.262176331
mir_chr17_13299|chr17:51660213-51660275	-3.286088514	-6.438083905	-6.30451157	-4.7204983	-6.262176331
"mir3544-5p,mir337-5p|chr6:142868146-142868196"	-4.871051015	-3.862771574	-6.30451157	-6.691351954	-4.67721383
mir_chr16_12697|chr16:48403241-48403296	-4.139867774	-6.438083905	-5.078003041	-4.819508306	-6.262176331
"mir200b-5p,mir200c-5p|chr5:176964213-176964261"	0.338402351	1.038459802	-0.392819988	-0.282300516	-1.723638167
"mir203b-5p,mir3545-5p,mir203-5p,mir203a-5p|chr6:145714676-145714733"	9.269614223	8.911738441	9.389903997	9.401075687	9.355166007
mir503-5p|chrX:153211499-153211534	-2.871051015	-2.047141132	-2.979700967	-3.883997032	-3.332385333
"mirlet7a-1-5p,mirlet7d-1-5p,mirlet7c-2-5p,mirlet7d-2-5p|chr7:126300920-126300967"	12.40803482	10.80613311	12.34946713	12.62802504	10.5592885
mir682-3p|chr9:79775857-79775889	-4.871051015	-3.630728983	-3.982583475	-2.047495764	-3.940248236
mir677-3p|chr7:2485758-2485795	-0.623123502	-1.0805319	-1.549624068	0.251162551	-0.589750989
mir_chr13_9343|chr13:74907144-74907207	-4.871051015	-6.438083905	-6.30451157	-6.691351954	-4.67721383
"mir344b-1-3p,mir344e-3p|chr1:122322861-122322910"	-3.286088514	-1.630728983	-6.30451157	-3.521426953	-6.262176331
rno-mir-6324-3p|chr11:39913804-39913864	1.967396577	2.728982933	2.452778422	2.533759059	2.248706491
mir690-3p|chr6:102275109-102275129	-3.427444364	-2.420161997	-2.198498333	-3.655728045	-1.265787584
"mir10a-5p,mir10c-5p|chr10:83968681-83968736"	16.20971008	14.8667975	15.45729728	15.29753362	14.83504714
mir350-5p|chr13:48922456-48922505	-0.411619396	0.617198531	-0.23842238	1.179012765	-0.153651874
mir27a-5p|chr19:36294923-36294966	2.328425031	1.183821441	1.620300933	1.256781624	1.912549657
mir_chr4_22219|chr4:149035882-149035941	-3.286088514	-4.11615581	-4.71954907	-3.521426953	-3.940248236
"mir29c-5p,mir3556b-5p|chr13:118330023-118330076"	7.909615875	8.377411472	8.629609579	7.910728646	8.578199368
"mirlet7b-1-3p,mirlet7b-2-3p,mirlet7b-3p|chr7:126301382-126301432"	-2.54912292	4.201944069	-1.742574511	-0.98647999	-0.390332682
mir185-3p|chr11:89906679-89906719	-1.701126014	-1.416604177	-0.940639645	-0.536331376	-1.624102494
mir_chr16_12693|chr16:46798322-46798377	-4.139867774	-6.438083905	-5.078003041	-4.819508306	-6.262176331
mir_chr5_26083|chr5:174135936-174135980	-4.871051015	-6.438083905	-4.71954907	0.686986258	-0.430299089
"mirlet7a-6-5p,mirlet7f-1-5p,mirlet7f-5p,mir3596d-5p,mirlet7a-2-5p,mirlet7a-3-5p,mirlet7a-5-5p|chr17:18474381-18474432"	2.244772962	4.623665296	2.424837262	2.058115272	2.880696556
"mir132-3p,mir132-2-3p,mir132-3-3p|chr10:61729435-61729485"	-0.823163686	2.247716115	-1.782204677	1.519173286	0.413357356
mir_chr5_24137|chr5:34613508-34613564	-2.773440218	-6.438083905	-6.30451157	0.959986812	2.195779049
mir330-5p|chr1:81358758-81358807	3.900636523	3.748005567	4.513846916	3.600831615	4.549326811
mir291b-3p|chr1:63524192-63524246	-0.623123502	-0.248259346	-0.689801726	-0.091439112	0.95699219
mir744-3p|chr10:51999706-51999756	2.024009198	2.960659787	2.544048779	2.300113203	2.24918101
mir_chr8_30331|chr8:65393195-65393254	-2.602017869	-2.231753257	-0.848362536	-3.070765544	-1.886441792
mir_chr7_29444|chr7:80110513-80110562	3.855780202	3.996231566	4.360006825	2.433544792	2.441588848
mir_chr5_24924|chr5:164030445-164030505	-0.347489059	-1.0805319	-1.019849385	-1.07664211	-3.940248236
mir_chr8_31288|chr8:84962419-84962477	-1.701126014	-4.11615581	-3.982583475	-2.990912236	-3.454821409
mir_chr19_15612|chr19:25913992-25914045	0.707283934	1.288066121	1.471460779	3.582233868	2.802404779
mir450-2-5p|chrX:153216279-153216313	5.05746736	5.562402078	5.873605475	4.669341527	5.626673442
mir488-5p|chr13:81112941-81112993	-4.871051015	-3.630728983	-6.30451157	-6.691351954	-6.262176331
mir381-3p|chr6:143038996-143039050	2.315409925	2.630264456	1.608258035	2.522286948	2.474293252
mir3569-5p|chr1:90197441-90197479	-3.286088514	-6.438083905	-2.845079952	-2.182923302	-1.827881713
mir_chr8_31410|chr8:104041094-104041150	-4.871051015	-6.438083905	-4.71954907	-3.709499301	-6.262176331
"mir3591-3p,mir122-3p|chr18:59956797-59956851"	12.05289619	14.08693438	11.82095356	12.00196103	12.73880367
mir_chr17_14094|chr17:73491980-73492037	3.034516504	2.396323937	2.511960141	2.475162656	2.826399926
"mir137-3p,mir137-1-3p,mir137-2-3p,mir137-3-3p|chr2:239707813-239707864"	-2.08864245	0.228956654	-1.726780639	-0.911041855	-0.83859816
mir_chr10_5270|chr10:108641958-108642017	-4.871051015	-4.11615581	-3.497156648	-6.691351954	-3.940248236
"mir26-5p,mir26a-2-5p,mir26-1-5p,mir26a-5p,mir26b-5p|chr7:70463561-70463603"	15.6820308	15.86191996	16.28344774	16.03263682	15.63180089
mir_chr17_14059|chr17:72132735-72132795	-4.871051015	-6.438083905	-3.982583475	-5.106389454	-6.262176331
mir_chr11_9676|chr11:34507277-34507333	-4.871051015	-6.438083905	-4.71954907	-6.691351954	-4.67721383
"mir25-3p,mir25-1-3p|chr12:21364961-21365010"	9.261395697	9.366366806	9.317825144	9.373030428	9.109460801
mir_chr17_14084|chr17:73474998-73475059	2.706981957	2.497375843	2.382058989	1.147347748	3.70496345
"mir26a-1-3p,mir26a-3-3p,mir26-2-3p,mir26a-3p,mir26-3-3p|chr8:126931636-126931681"	-0.01307002	0.149281086	-0.421868521	-1.406689769	-1.308911092
mir7670-3p|chr4:66048385-66048419	-2.063696093	-2.190156391	-1.351246331	-0.582827497	0.304638823
mir7687-5p|chr19:64834978-64835007	-4.871051015	-6.438083905	-6.30451157	-5.106389454	-3.940248236
"rno-mir-6331-5p,mir6331-5p|chr6:143040934-143040995"	-2.54912292	-1.208495982	-2.845079952	-2.443424441	-3.940248236
mir_chr1_3449|chr1:222804986-222805048	-3.644542485	-4.853121404	-4.424805804	-3.521426953	-5.530993089
mir370-3p|chr6:142902125-142902164	-4.871051015	-3.630728983	-4.017630423	-3.231920336	-6.262176331
"mir9b-3p,mir9a-3-3p,mir3597-3-3p,mir9-3-3p,mir9-7-3p|chr1:142191167-142191224"	-4.733547491	-6.438083905	-6.275942418	-2.307302147	-6.262176331
mir323-5p|chr6:143023369-143023412	-4.871051015	-4.11615581	-6.30451157	-6.691351954	-6.262176331
"mir31a-5p,mir3554-5p,mir31-5p|chr5:111183133-111183192"	3.44391735	5.125484197	3.05523799	3.050856414	3.679311502
"mir26a-1-5p,mir26a-3-5p,mir26-2-5p,mir26a-5p,mir26-3-5p|chr8:126931591-126931636"	9.385766532	9.334296142	9.66328072	9.80487987	9.447702296
"mir218a-5p,mir218a-1-5p,mir218-2-5p,mir218a-2-5p|chr10:20303157-20303212"	4.348117505	4.345045304	4.737777083	3.365096098	4.126422222
"mir2964-3p,mir219b-3p,mir219-1-3p,mir219-2-3p,mir219a-2-3p|chr3:13750972-13751022"	0.173343104	1.113278299	-0.632086228	0.442663576	-2.561736613
mir_chr8_30292|chr8:60382089-60382146	-4.871051015	-4.862771574	-6.30451157	-6.691351954	-6.262176331
"mir499a-3p,mir499-3p|chr3:157506699-157506740"	-3.286088514	-3.307153035	-2.604071852	-2.993133476	-0.653958478
mir376b-5p|chr6:143035451-143035494	-1.411619396	0.066854227	-1.913568798	-2.648707617	-1.217782211
rno-mir-6324-5p|chr11:39913865-39913925	4.110459186	3.150218473	4.105027871	4.385289975	3.992025581
mir_chr3_19644|chr3:64164021-64164080	-3.286088514	-3.651487543	-4.341037446	-5.068421603	-6.262176331
"mir138-5p,mir138-2-5p|chr19:11127519-11127561"	4.647169366	5.128255599	4.2537752	4.991625078	4.387133745
"mir365-3p,mir365-2-3p,mir365-3-3p|chr10:64570059-64570114"	-4.871051015	-6.438083905	-6.30451157	-3.930066681	-5.048051525
mir_chr8_31511|chr8:114538901-114538964	-4.871051015	-6.274585172	-6.30451157	-4.375206212	-2.357210612
mir877-3p|chr20:5416442-5416484	-4.871051015	-2.191675817	-6.30451157	-3.883997032	-6.262176331
"mir434-3p,mir3543-3p|chr6:142877521-142877579"	0.829388703	0.649378937	-0.195569002	0.648498049	-0.014248817
mir_chr17_14120|chr17:73746719-73746780	5.107487855	4.087984907	4.843392905	3.48190043	4.342154501
"mir24-2-5p,mir3074-2-5p,mir24-5p|chr19:36295104-36295158"	8.885722112	8.701946987	8.561831393	7.50409254	7.97469742
mir_chr12_11943|chr12:40771116-40771184	-4.871051015	-6.438083905	-4.71954907	-5.106389454	-6.262176331
mir_chr16_12486|chr16:3728114-3728191	-4.871051015	-6.438083905	-4.71954907	-6.691351954	-6.262176331
"mir30d-3p,mir30e-3p,mir30a-3p|chr9:28377856-28377900"	8.644183124	8.091123346	8.807338096	8.559917409	8.380041245
rno-mir-466b-1-5p|chr17:73754850-73754893	-0.183990327	-1.559358563	-1.166188566	-1.581991395	0.109382532
mir_chr9_32869|chr9:81930076-81930135	-3.286088514	-6.438083905	-3.134586569	-4.859474713	-6.262176331
mir_chr18_14264|chr18:15671811-15671876	-2.54912292	-2.978652286	-3.71954907	-1.56289357	-3.67721383
mir_chr15_11411|chr15:16544475-16544540	-4.871051015	-4.121938162	-6.30451157	-3.917355629	-6.262176331
mir_chr2_25711|chr2:117542517-117542567	-4.871051015	-6.438083905	-6.30451157	-6.634768426	-5.164565534
mir377-5p|chr6:143053044-143053082	-4.871051015	-4.853121404	-6.30451157	-5.106389454	-6.262176331
mir_chr7_29887|chr7:142598558-142598619	-3.871051015	-6.438083905	-5.30451157	-3.691351954	-4.67721383
mir_chr17_13669|chr17:12698274-12698332	-4.871051015	-2.242736306	-2.275942418	-3.62440171	-3.343790096
mir_chr11_7192|chr11:73803747-73803808	-4.871051015	-4.11615581	-3.982583475	-5.106389454	-4.67721383
mir_chr15_11668|chr15:38156450-38156523	-3.334998115	-6.438083905	-3.134586569	-4.369423859	-4.67721383
mir_chr20_18536|chr20:7204479-7204537	-2.54912292	-1.683196403	-1.435627297	0.019316745	-0.480816617
mir_chr3_21202|chr3:90952622-90952683	-3.871051015	-4.853121404	-5.30451157	-3.524636509	-4.67721383
"rno-mir-155-3p,mir155-3p|chr11:27810394-27810436"	-4.871051015	-4.862771574	-6.30451157	-2.786386236	-3.940248236
"mir3563-3p,mir299a-3p,mir299b-3p,mir299-3p|chr6:143021465-143021524"	-4.871051015	-4.862771574	-6.30451157	-6.691351954	-4.67721383
mir_chr3_21185|chr3:89512943-89513025	-4.632264155	-3.360840906	-1.770948222	-1.26307554	-2.59769349
mir_chr10_5925|chr10:62337509-62337569	-4.871051015	-6.438083905	-5.30451157	-4.691351954	-1.940248236
mir_chr6_27178|chr6:4349752-4349812	-4.871051015	-3.630728983	-3.497156648	-3.883997032	-3.454821409
"rno-mir-1839-5p,mir1839-5p|chr1:144303942-144303982"	5.829683454	5.468408392	6.286893897	6.978604905	6.922832245
mir_chr16_12468|chr16:2016592-2016663	-4.871051015	-6.438083905	-6.30451157	-5.106389454	-6.262176331
mir_chr1_3469|chr1:223670065-223670124	-3.286088514	-6.438083905	-6.30451157	-4.375206212	-6.262176331
mir_chr17_13665|chr17:12583045-12583125	-1.170611297	-2.737644187	-1.991265719	-1.842353524	-2.01273099
mir677-5p|chr7:2485720-2485757	2.268500337	0.550600782	1.287945467	2.841977778	1.662279908
mir188-5p|chrX:16895393-16895433	3.866635746	3.695674822	4.296070408	3.877858093	4.689326958
mir_chr17_14137|chr17:77913907-77913970	-3.871051015	-6.438083905	-4.30451157	-4.369423859	-4.262176331
mir_chr9_32394|chr9:3486018-3486076	-4.871051015	-6.438083905	-6.30451157	-3.524636509	-4.67721383
mir_chr10_6433|chr10:107843435-107843494	-4.871051015	-4.438083905	-4.30451157	-5.691351954	-4.67721383
mir_chr7_28887|chr7:141728160-141728218	-2.54912292	-3.268158903	-3.134586569	-2.443424441	-2.359138061
mir_chr1_355|chr1:62558342-62558397	-4.871051015	-6.438083905	-6.30451157	-5.135535799	-6.262176331
mir_chr13_9464|chr13:93147457-93147508	-2.54912292	-4.11615581	-4.71954907	-5.106389454	-2.802744712
"mirlet7f-5p,mirlet7f-2-5p,mirlet7g-2-5p,mirlet7g-5p,mirlet7a-3-5p|chrX:21868551-21868597"	15.88511479	14.16842268	15.9124685	14.87727346	15.52406304
"mir509-3p,rno-mir-509-3p|chr1:151036450-151036492"	-4.871051015	-4.853121404	-3.134586569	-4.369423859	-3.458949294
mir_chr15_10994|chr15:31995919-31995983	-2.059579985	-1.0805319	-2.604071852	-0.531884225	-1.695361177
rno-mir-466b-2-5p|chr17:73500759-73500800	1.27910244	1.332745141	1.690181284	2.066338064	2.880951742
"mir132-5p,mir132-2-5p,mir132-3-5p|chr10:61729384-61729434"	-3.286088514	0.069710736	-1.407271145	-1.018926612	-0.976774112
mir_chr1_2664|chr1:102592088-102592143	-4.871051015	-6.438083905	-6.30451157	-4.369423859	-3.940248236
mir_chr4_22395|chr4:185262420-185262491	-4.871051015	-6.438083905	-6.30451157	-2.784461359	-3.940248236
mir8114-3p|chr13:76294479-76294517	-3.286088514	-4.11615581	-3.134586569	-2.990912236	-4.67721383
mir3085-3p|chr1:268976706-268976750	-4.871051015	-3.630728983	-4.71954907	-2.457157231	-6.262176331
"mir129-5p,mir129-1-5p,mir129-2-5p|chr4:56049086-56049128"	0.618877204	1.996294123	-1.952600609	0.427796686	-4.67721383
"mir29c-3p,mir3556b-3p|chr1:39612907-39612960"	3.156854981	2.424553453	2.15868581	3.196995565	2.80337444
mir_chr6_26508|chr6:64677117-64677174	-4.871051015	-6.438083905	-4.71954907	-5.106389454	-4.67721383
mir_chr7_28664|chr7:117408326-117408375	-3.286088514	-4.853121404	-3.497156648	-6.691351954	-4.67721383
mir690-3p|chr14:42599994-42600016	-3.929944704	-4.630728983	-4.564663468	-6.50231813	-4.430299089
mir_chr20_19152|chr20:25131755-25131812	-4.871051015	-6.438083905	-6.30451157	-5.106389454	-6.262176331
"mir1-3p,mir3571-3p,mir1b-3p,mir1a-1-3p,mir1a-2-3p,mir1-2-3p|chr18:2087889-2087950"	-4.871051015	-4.862771574	-6.30451157	-6.691351954	-6.262176331
mir598-3p|chr15:50816227-50816267	2.612119838	1.75055439	2.185496904	1.359585011	1.707987094
mir_chr1_1435|chr1:226107321-226107383	-1.170611297	-0.555929987	-1.549624068	-2.443424441	-2.174713489
mir_chr1_519|chr1:86676333-86676393	-4.871051015	-6.438083905	-4.71954907	-6.691351954	-3.940248236
mir182-3p|chr4:57221511-57221573	-2.54912292	-6.438083905	-3.497156648	-5.106389454	-3.092251329
"mir25-5p,mir25-1-5p|chr12:21365011-21365060"	-1.411619396	-0.507346567	-2.845079952	-0.9634315	-2.015768243
mir_chrX_34296|chrX:151288045-151288101	-0.478733592	-1.01181915	0.638002935	-5.106389454	-6.262176331
"mir101a-3p,mir101a-2-3p|chr5:124050116-124050162"	12.51507873	11.89344872	12.68487151	11.52848832	12.66639837
mir_chrX_34110|chrX:112601792-112601853	-4.871051015	-6.438083905	-4.71954907	-4.369423859	-3.940248236
mir_chr5_24366|chr5:83293946-83294010	1.949127947	1.139344923	2.774973214	2.229358181	2.978567308
mir493-3p|chr6:142861727-142861769	-3.286088514	-3.630728983	-3.49304054	-4.369423859	-3.458949294
mir34b-5p|chr8:54088940-54088982	1.001777744	1.3972086	1.446094935	1.248344786	2.364627814
"mir499a-5p,mir499-5p|chr3:157506657-157506698"	3.428157003	3.354673859	3.581642245	3.660691472	4.660393206
"mir344e-3p,mir344d-3-3p|chr1:122356807-122356846"	-4.871051015	-6.438083905	-6.30451157	-5.960168713	-6.262176331
mir_chr10_5414|chr10:13884175-13884239	-4.871051015	-2.737644187	-4.71954907	-1.646957835	-3.454821409
mir3566-3p|chr17:23337789-23337843	-4.871051015	-6.438083905	-3.497156648	-5.106389454	-6.262176331
mir_chr7_29778|chr7:124232546-124232628	-3.286088514	-4.778159346	-4.71954907	-3.883997032	-4.67721383
"mir3575-3p,mir200c-3p|chr4:224254354-224254411"	-0.035126941	1.894355512	0.247619538	0.061396637	0.083716755
"mir3579-5p,mir380-5p|chr6:143022700-143022756"	-0.227194825	1.577944337	-0.369523369	-0.760614617	-0.707587479
mir_chr12_7949|chr12:48820169-48820231	-4.871051015	-4.11615581	-6.30451157	-6.691351954	-3.940248236
mir_chr5_26039|chr5:170636302-170636358	-2.54912292	-0.823374061	-0.749922719	0.385249894	0.220671952
mir690-5p|chr14:42599971-42599993	-4.871051015	-6.438083905	-6.30451157	-3.534308244	-2.613710888
mir326-3p|chr1:170722118-170722165	2.529145327	3.461907362	2.096794636	3.425251929	2.6574617
"mir217-1-5p,mir217-5p|chr14:112809661-112809714"	-4.871051015	-2.051272958	-4.71954907	-2.784461359	-2.864373369
"mir3084-2-3p,mir3084-3p|chr6:101090846-101090876"	-4.871051015	-6.438083905	-6.30451157	-3.955829777	-6.262176331
mir_chr17_13440|chr17:65401176-65401238	-3.438091608	-3.268158903	-4.71954907	-5.106389454	-3.43842697
mir495-3p|chr6:143030665-143030705	-4.871051015	-2.531193309	-4.71954907	-6.691351954	-4.67721383
mir_chr14_15269|chr14:1580662-1580725	-1.701126014	-2.052652868	-1.959683073	-4.120889023	-5.602251772
mir_chr20_18631|chr20:13159532-13159597	-4.871051015	-3.630728983	-3.982583475	-3.883997032	-6.262176331
mir_chr4_22904|chr4:247823103-247823158	-3.286088514	-6.438083905	-5.681581219	-5.106389454	-3.940248236
mir1895-3p|chr2:257944874-257944913	-4.871051015	-1.556419285	-3.954014323	-3.407430182	-2.173017199
mir_chr19_15945|chr19:70584446-70584508	-4.871051015	-6.438083905	-4.71954907	-3.84736811	-4.67721383
"mir19b2-3p,mir19b-2-3p|chrX:140167225-140167273"	6.688631982	6.763813332	7.179457838	5.744958784	6.81620134
"mir10d-5p,mir10b-1-5p,mir10b-5p,mir10b-2-5p|chr3:68113661-68113715"	11.55933652	10.65974352	10.42515139	7.625096468	7.618373369
"mir9a-1-5p,mir3597-1-5p,mir9a-4-5p,mir9-1-5p,mir9-2-5p,mir9-5p,mir9-3-5p|chr2:206985860-206985914"	0.743658829	1.841480249	0.070527861	1.336554042	-0.904624326
"mir19b1-5p,mir19b-5p,mir19b-1-5p,mir19b-2-5p,mir19c-5p|chr15:103641486-103641529"	-0.623123502	-0.507819659	-1.260117451	-2.167789998	-1.132893314
mir542-3p|chrX:152777492-152777534	4.769736186	4.091658972	4.998629868	3.58960436	4.763904415
"mir124-5p,mir124-1-5p,mir124-2-5p,mir124a-1-5p,mir124-5-5p,mir124-6-5p|chr15:51712750-51712792"	-4.871051015	-1.794227715	-6.30451157	-4.145383585	-6.262176331
mir_chr5_24753|chr5:152026198-152026273	-4.871051015	-6.438083905	-6.30451157	-6.691351954	-4.746161184
mir_chr12_12092|chr12:54361673-54361735	-4.871051015	-4.88226775	-5.30451157	-6.691351954	-6.262176331
mir_chr12_11939|chr12:39932988-39933052	-4.871051015	-6.438083905	-6.30451157	-6.691351954	-4.67721383
mir130b-5p|chr11:91182319-91182360	-4.871051015	-1.810477067	-1.549624068	-1.488150798	-1.135368628
mir_chr2_17184|chr2:262933750-262933806	-4.871051015	-6.438083905	-6.30451157	-5.106389454	-4.67721383
mir_chr18_15077|chr18:78524088-78524140	-4.871051015	-4.853121404	-6.30451157	-2.047495764	-3.940248236
mir_chr8_31353|chr8:95600323-95600410	-3.286088514	-4.11615581	-2.604071852	-2.603889113	-4.67721383
"mir3565-5p,mir218-1-5p,mir218a-2-5p|chr14:66955550-66955607"	1.520922868	-0.835199496	-0.001826956	0.722783579	0.081231492
mir_chr16_12502|chr16:6923030-6923102	-4.871051015	-6.438083905	-3.982583475	-3.524636509	-2.570642166
mir1949-3p|chr2:2471845-2471888	-1.411619396	-1.794227715	-1.175228553	-1.136763103	-1.30798002
"mir3590-3p,mir130a-3p|chr3:78661696-78661740"	8.980491132	9.115973671	9.16690518	10.29661147	10.00587618
"mirlet7g-5p,mirlet7j-5p|chr8:114237835-114237883"	12.76370332	11.64056281	12.71946732	11.55243985	12.16577351
"mir106a-3p,mir20-3p,mir20a-2-3p,mir20a-3p,mir20b-3p|chrX:140167363-140167401"	-3.286088514	-2.531193309	-2.217048729	-1.562068937	-0.429286317
"mir365-3p,mir365-1-3p|chr14:30139885-30139928"	4.068469432	6.093970007	4.055984397	5.060911599	4.291932822
"mir204-1-5p,mir204-2-5p,mir211-5p|chr1:126151168-126151221"	-4.007112565	-3.040280943	-6.30451157	-5.301785142	-6.262176331
mir_chr17_13347|chr17:57905644-57905697	2.206832849	4.35772849	1.509526077	7.016393254	7.217321024
"mir106a-5p,mir17-2-5p,mir17a-2-5p,mir20b-5p|chrX:140167778-140167819"	2.357382905	3.210561289	2.415219486	2.717784366	2.349586229
mir_chr15_11343|chr15:112062944-112063021	-4.871051015	-6.438083905	-3.183496169	-2.488150798	-0.345699686
mir672-5p|chrX:75784697-75784747	-0.419510182	-0.433582512	-0.172346045	0.953369593	-0.977514145
mir690-3p|chr6:124520856-124520879	-4.871051015	-6.438083905	-5.005853255	-5.040587395	-5.67721383
mir135a-1-5p|chr8:114212745-114212787	-0.785286461	0.608494462	-0.102877709	-1.154677337	-0.113648906
"mir3581-3p,mir409-3p|chr6:143055774-143055814"	-4.871051015	-6.438083905	-6.30451157	-3.883997032	-4.67721383
mir_chr8_30733|chr8:127217455-127217506	-4.871051015	-6.438083905	-6.30451157	-3.557131014	-4.716207962
mir_chrX_34162|chrX:116273336-116273392	-4.871051015	-6.438083905	-6.30451157	-2.170301217	-1.618320141
mir125a-5p|chr1:60624484-60624526	8.012543074	9.342429719	7.711861476	8.427627229	8.056332586
mir196b-5p|chr4:146951724-146951766	-1.411619396	-3.268158903	-2.71954907	-1.441906613	-1.818569679
mir_chr6_27638|chr6:103269554-103269616	-3.286088514	-6.438083905	-3.497156648	-5.106389454	-3.940248236
mir_chr13_9536|chr13:95537557-95537633	-4.871051015	-2.531193309	-3.497156648	-2.784461359	-2.805370181
mir_chrX_33543|chrX:118273405-118273468	-4.871051015	-4.853121404	-3.982583475	-5.106389454	-6.262176331
"mirlet7e-5p,mir3596c-5p,mirlet7a-1-5p|chr1:60624088-60624146"	-0.015061318	1.401119883	-0.373774233	0.776253596	-0.19608714
mir690-3p|chr1:24569139-24569161	-3.929944704	-4.630728983	-4.564663468	-6.50231813	-4.430299089
mir362-5p|chrX:16902290-16902329	1.503988416	1.375697287	1.90980755	1.473554972	1.37444829
"mir3071-3p,mir136-3p|chr6:142878937-142878978"	1.842919677	2.95629304	2.23852025	0.691661061	2.201348043
mir_chr17_20174|chr17:43711377-43711429	-1.701126014	-3.268158903	-2.397620975	-2.990912236	-2.802744712
mir_chr17_13399|chr17:59620670-59620726	-4.871051015	-6.438083905	-6.30451157	-2.693156451	-2.463089025
mir_chr12_7989|chr12:52068733-52068789	-4.871051015	-6.438083905	-6.30451157	-5.106389454	-6.262176331
"mir106a-3p,mir17-2-3p,mir17a-2-3p,mir20b-3p|chrX:140167737-140167778"	-3.286088514	-2.531193309	-2.217048729	-1.137991451	-0.707587479
mir139-5p|chr1:172779843-172779882	4.205497391	5.637595791	3.849040461	4.45102319	3.322410419
"mir340-3p,rno-mir-340-3p|chr10:35339351-35339400"	3.41425872	2.957835755	3.781624655	3.353042165	3.849011516
mir_chr19_15255|chr19:38399157-38399246	-4.871051015	-6.438083905	-4.72919924	-6.691351954	-6.262176331
mir152-3p|chr10:84512274-84512316	8.308036998	8.267844334	8.481083934	8.372206601	8.216662793
mir152-5p|chr10:84512231-84512273	4.154088547	3.728079178	4.493960231	3.86227734	4.739935446
mir_chr2_17981|chr2:210108648-210108704	-3.286088514	-3.438083905	-6.30451157	-4.106389454	-4.328603692
"mir3084-2-5p,mir3084-5p|chr6:101090877-101090907"	-3.286088514	-4.11615581	-6.30451157	-4.369423859	-6.262176331
mir_chr1_2746|chr1:118344445-118344501	-4.871051015	-4.681060658	-3.793549651	-5.925817208	-4.029515574
mir667-5p|chr6:143031907-143031953	-4.871051015	-5.558378138	-6.30451157	-6.691351954	-6.262176331
"mir3589-3p,mir505-3p|chrX:143545577-143545633"	3.338792215	4.782270237	3.238713628	5.007491593	4.173348091
mir_chr14_10018|chr14:60346637-60346696	-3.286088514	-4.853121404	-4.71954907	-5.106389454	-6.262176331
"mir100-1-5p,mir100-5p,mir100-2-5p,mir125b2-5p|chr8:44222148-44222189"	6.741587149	6.254256979	6.398998409	6.429718505	5.822472634
mir_chr3_20831|chr3:56195374-56195446	-0.362622363	0.656785528	0.170897623	3.73970682	1.535874184
rno-mir-466c-5p|chr17:73745358-73745397	5.771379809	5.246436812	5.840446141	4.29999982	5.598569252
mir_chr13_8516|chr13:26378166-26378225	-4.871051015	-6.438083905	-6.30451157	-5.013280049	-6.151145018
mir322-3p|chrX:153211232-153211279	4.618877204	4.508398415	4.827178223	4.656911453	4.38700798
mir_chr5_25957|chr5:163351175-163351237	-4.871051015	-6.438083905	-4.71954907	-4.369423859	-3.940248236
mir_chr14_10276|chr14:112955631-112955692	-3.286088514	-4.853121404	-3.982583475	-5.106389454	-3.561736613
mir379-3p|chr6:143019913-143019956	-1.701126014	-1.918290418	-3.131384137	-2.545674499	-2.555093339
"mir199-1a-5p,mir199a-5p,mir199a-1-5p,mir199a-2-5p,mir199-2a-5p,mir199b-5p,mir199a-3-5p,mir199-3-5p|chr3:16697066-16697114"	3.486588956	3.558361337	3.620508714	3.072955714	4.227410757
"mirlet7a-1-5p,mirlet7c-1-5p,mirlet7c-2-5p,mirlet7c-5p|chr11:19708137-19708191"	8.153482682	7.054990957	7.980870418	7.944355965	6.51027434
mir144-3p|chr10:66340720-66340763	5.971974942	6.178667086	6.670756051	4.867413128	6.977195454
mir384-5p|chrX:77108544-77108588	1.151316798	1.654673236	0.138431926	0.406680129	-1.132893314
mir149-5p|chr9:99682350-99682390	-1.411619396	0.52700772	-2.217048729	-0.600498524	-1.738614375
mir28-5p|chr11:81345174-81345217	8.330794163	8.326384463	8.673844069	9.410350068	8.947762066
mir30c-1-3p|chr5:143494756-143494800	5.693593899	4.941066993	6.221581701	5.02107187	5.214741974
mir_chr15_12000|chr15:111340350-111340422	-4.871051015	-2.978652286	-3.621938273	-5.125754778	-6.262176331
